0.000000000000000000e+00,-1.861080902261214032e-02,2.540494645229818271e-06,1.137188083709409908e-01,-2.079231953668048138e-05,7.695422890475239752e-02,2.342764242395378727e-05,-3.831638295618818024e-02,4.411752060282742027e-02,-4.119221157021846214e-03,-1.516378344732237926e-01,-1.549492455897721888e-04,4.441853295355374653e-06,-3.892918347331297824e-05,1.344064566176327025e-04,-1.360523700306776884e-01,-8.530779959874112972e-06,7.302633819344928057e-06,9.588817544328720466e-06,-1.067191529819629670e-01
-2.255517011090502066e-05,0.000000000000000000e+00,-8.352115675180904475e-07,2.354880580795271072e-02,2.472973987147075725e-05,-8.919334988141211507e-02,1.627401631378033731e-06,-3.170254862678024976e-02,2.973214427770543011e-06,7.310017077211128367e-07,9.592319008544514247e-07,-8.212439486177114389e-06,5.777725280847745282e-08,3.767128662998664446e-06,-1.548028817910385158e-07,4.179649065738644254e-06,-1.653511075783153927e-06,-1.159281232972209086e-05,4.280035197506970590e-06,3.799241499366996788e-02
2.382982921636858653e-01,-1.917491771462338512e+00,0.000000000000000000e+00,-1.303647567169053278e+00,-1.342075993972693393e-01,1.768730974203488182e-01,7.460362427669402219e-02,4.771446708820883259e-02,-1.653771888784885680e-01,6.724767144509535832e-02,-2.737116501991815332e-02,-6.801432538596746680e-02,7.400548536037079850e-02,-4.920782424974607522e-02,-1.852131754390495544e-01,2.775474937845587853e-01,8.296961014398249179e-02,-5.907511735638928396e-01,-3.264279362958830144e-02,1.627784380546923038e-01
1.648841207664564212e-05,-1.424692254820003612e-05,-1.048107610923665334e-06,0.000000000000000000e+00,-1.248240279110718332e-05,1.169452103433332724e-06,-5.829178911787025186e-07,-1.763458876192017244e-05,6.258389668195585287e-06,3.022651165099365933e-06,-2.915849351581289994e-06,-7.273308274480944080e-06,-9.235040817692774517e-07,-1.180199682114524418e-06,-3.545328670362390966e-07,4.344130011171842831e-06,9.056644002941593996e-07,8.050533135822712794e-06,-1.051175610347621081e-06,2.444328853001831448e-05
-2.263730497203336398e-02,-6.058606004506010556e-02,-4.216070054872955719e-06,4.519349481278575609e-02,0.000000000000000000e+00,-1.565160366950678061e-01,1.545112043327412366e-05,1.780170846724749290e-01,2.692703643497855459e-02,-5.643436753140300410e-02,1.561674760546460095e-01,1.303081634665415045e-05,5.404287268387375498e-05,1.585457236167459039e-06,6.399538598838433456e-05,2.822141410869288825e-01,9.885597005916471613e-04,-9.987356062807206669e-06,1.403473303851904275e-01,3.291628790681764422e-02
1.352345168231794403e-05,-1.320474945382121845e-05,5.790290833834754736e-06,1.237539615415295779e+00,-7.188341744276960377e-06,0.000000000000000000e+00,-1.416467396153642255e-08,-1.047503189152698688e-05,6.650670392099877759e-06,1.128894074053921059e-06,-3.554420120593926313e-07,-5.136796848066033094e-06,-4.967734866523354498e-07,-1.873378311784135164e-07,2.751979828186090771e-07,1.419521978948679042e-05,-4.721283701492051676e-07,4.485292521644312913e-06,8.836637843262495906e-07,-1.053255304652461977e+00
1.235759657798059935e-02,-1.353735293702489073e-01,3.844150362364295859e-06,2.186424240080424297e-01,7.808979782883766763e-02,-1.625579301135313126e-01,0.000000000000000000e+00,-3.773694044556468175e-01,8.762776120949057612e-02,-3.760153859226112588e-02,1.515243388956324100e-01,2.272460577657518799e-02,1.315086216521304530e-01,1.301183274948741753e-02,5.007839385090528950e-06,6.048470786117617765e-02,-1.215147275255495263e+00,1.453669838156774474e-01,-5.673988601302804025e-02,3.655574009432832616e-02
-5.869970556838383091e-06,-2.534576806305366414e-05,-6.057013370763114635e-06,-4.286191563838322865e-02,4.898995724408883312e-06,-1.408687541805075383e-01,-1.795053583691919030e-07,0.000000000000000000e+00,7.453790055456099850e-07,2.087150784937930048e-06,4.211373969248422000e-06,-1.614528340115189975e-06,-4.191086593052784082e-07,2.812942373753291037e-07,1.331365278411933417e-06,-1.903420454890669689e-06,-1.225455583744872179e-06,3.123738700816502956e-06,5.864875899583288366e-07,1.681780535840132484e-01
2.759264081579615446e-05,8.195830194421727111e-02,-7.429107028680825842e-06,2.238206195007882982e-02,2.482545183829509838e-05,1.476241688325985735e-01,-1.871005887471577367e-06,3.355211151661280367e-01,0.000000000000000000e+00,-2.528990120483695092e-01,1.485901281105234117e-03,8.552979157634699181e-05,-1.674524551076306267e-06,7.775822265576604053e-06,7.766906977846321780e-07,5.830896951377037007e-01,1.015148153316047797e-06,-5.963339207049056512e-06,-1.795350353986369107e-05,1.960213404547645755e-01
-2.990080063686173517e-05,1.230112499104858870e+00,-1.603077053741186475e-06,1.934242521693814720e-01,1.881624263236347794e-05,2.237778992017558366e-01,-8.523669780269305107e-07,3.350005000837653624e-01,1.028572883948752903e-06,0.000000000000000000e+00,-4.846560648960607232e-05,-4.167740531080266209e-06,-7.179173803356642125e-07,-4.290577587939825577e-07,4.589217220213326343e-06,2.374086724543644777e-06,-1.957315523548608382e-07,-2.392592317615460651e-06,2.209424310894991805e-06,-2.230093543499922504e-01
